time/episodes,train/actor_loss,time/fps,rollout/success_rate,time/total_timesteps,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/learning_rate
1056,0.12116403877735138,5,0.99,6292,6191,4.44,1229,0.00014070597535464913,-0.4398118399999999,0.001
1060,0.11897675693035126,5,0.99,6311,6210,4.48,1232,0.00014819450734648854,-0.44701432999999996,0.001
1064,0.14103956520557404,5,0.99,6325,6224,4.45,1234,0.00016666932788211852,-0.44146752,0.001
1068,0.1021626740694046,5,0.99,6341,6240,4.46,1236,0.0002013247722061351,-0.44242569,0.001
1072,0.11551588773727417,5,0.99,6358,6257,4.46,1238,0.0002228204539278522,-0.44144998000000013,0.001
1076,0.10818623006343842,5,0.99,6373,6272,4.44,1240,0.00014721651677973568,-0.43963482000000004,0.001
1080,0.13612952828407288,5,0.99,6392,6291,4.44,1243,0.0001242751895915717,-0.43768170000000006,0.001
1084,0.09729664027690887,5,0.99,6408,6307,4.38,1244,0.0001947991258930415,-0.42978482,0.001
1088,0.11789868026971817,5,1.0,6426,6325,3.97,1246,0.00021706051484216005,-0.40699786000000004,0.001
1092,0.09865901619195938,5,1.0,6446,6345,4.05,1250,0.0002500454429537058,-0.4179526599999999,0.001
1096,0.10120008140802383,5,1.0,6463,6362,4.11,1251,0.00017808600387070328,-0.42758735000000003,0.001
1100,0.11517785489559174,5,0.99,6526,6425,4.55,1260,0.00020896064233966172,-0.45734135000000004,0.001
1104,0.12162405997514725,5,0.99,6540,6439,4.55,1262,0.0001594298519194126,-0.45755036999999993,0.001
1108,0.11412304639816284,5,0.99,6555,6454,4.58,1264,0.00018878284026868641,-0.46449383,0.001
1112,0.10594768822193146,5,0.99,6577,6476,4.72,1267,0.0002172108506783843,-0.48425906999999996,0.001
1116,0.1066279262304306,5,0.99,6593,6492,4.68,1270,0.0001493580057285726,-0.48221606000000006,0.001
1120,0.11947967857122421,5,0.99,6610,6509,4.71,1272,0.00012948508083354682,-0.48540167999999995,0.001
1124,0.12031606584787369,5,0.99,6630,6529,4.77,1274,0.0001798369048628956,-0.48906905,0.001
1128,0.12147442996501923,5,0.99,6643,6542,4.7,1275,0.0001792260882211849,-0.48043388,0.001
1132,0.13374511897563934,5,0.99,6655,6554,4.65,1277,0.00014983229630161077,-0.4739257800000001,0.001
1136,0.12975136935710907,5,0.99,6671,6570,4.63,1279,0.00013730392674915493,-0.46977629,0.001
1140,0.10097669810056686,5,0.99,6686,6585,4.58,1282,0.00011384565004846081,-0.4580705,0.001
1144,0.11050337553024292,5,0.99,6701,6600,4.59,1284,0.0001870323030743748,-0.45730156999999994,0.001
1148,0.11690755933523178,5,0.99,6718,6617,4.59,1286,0.00013605371350422502,-0.4608185,0.001
1152,0.14732259511947632,5,0.99,6733,6632,4.56,1288,0.00022550665016751736,-0.45972533,0.001
1156,0.1278136968612671,5,0.99,6745,6644,4.53,1289,0.00025883110356517136,-0.45730727000000004,0.001
1160,0.11332635581493378,5,0.99,6762,6661,4.51,1290,0.00022625993005931377,-0.4547655900000001,0.001
1164,0.10040848702192307,5,0.99,6780,6679,4.55,1293,0.00013404323544818908,-0.4614085599999999,0.001
1168,0.10194898396730423,5,0.99,6791,6690,4.5,1296,0.00017099539400078356,-0.45309179,0.001
1172,0.10784728825092316,5,0.99,6804,6703,4.46,1300,0.00016762944869697094,-0.4445096000000001,0.001
1176,0.141414076089859,5,0.99,6822,6721,4.49,1303,0.00019750278443098068,-0.45024552,0.001
1180,0.13168290257453918,5,0.99,6841,6740,4.49,1305,0.00018749710579868406,-0.4523809299999999,0.001
1184,0.09020484983921051,5,0.99,6858,6757,4.5,1307,0.00019012615666724741,-0.45611635000000006,0.001
1188,0.12272490561008453,5,0.99,6877,6776,4.51,1310,0.00012888576020486653,-0.4551679400000001,0.001
1192,0.14856983721256256,5,0.99,6898,6797,4.52,1315,0.00018584691861178726,-0.45317476999999995,0.001
1196,0.12250803411006927,5,0.99,6915,6814,4.52,1320,0.00016791702364571393,-0.44989745,0.001
1200,0.10839305073022842,5,1.0,6933,6832,4.07,1323,0.0001780810853233561,-0.42163018,0.001
1204,0.1081896424293518,5,1.0,6950,6849,4.1,1326,0.00013185126590542495,-0.42659477,0.001
1208,0.11207220703363419,5,1.0,6966,6865,4.11,1328,0.00030309957219287753,-0.4234186100000001,0.001
1212,0.12606076896190643,5,1.0,6982,6881,4.05,1329,0.00028155004838481545,-0.41622709999999996,0.001
1216,0.12680843472480774,5,1.0,6996,6895,4.03,1331,0.00019270143820904195,-0.41074208999999995,0.001
1220,0.0997314527630806,5,1.0,7015,6914,4.05,1333,0.00014210829976946115,-0.41708102999999996,0.001
1224,0.13204927742481232,5,1.0,7033,6932,4.03,1335,0.00018110590463038534,-0.41859937,0.001
1228,0.12693573534488678,5,1.0,7051,6950,4.08,1337,0.00036772218300029635,-0.42347069000000004,0.001
1232,0.12191225588321686,5,1.0,7066,6965,4.11,1340,0.00021136102441232651,-0.4246681400000001,0.001
1236,0.11138218641281128,5,1.0,7083,6982,4.12,1342,0.00018987782823387533,-0.42718558,0.001
1240,0.12889721989631653,5,1.0,7100,6999,4.14,1345,0.0002931205672211945,-0.4355374699999999,0.001
1244,0.13448397815227509,5,1.0,7117,7016,4.16,1348,0.00022312751389108598,-0.43822563000000003,0.001
1248,0.12252771854400635,5,1.0,7144,7043,4.26,1351,0.00025534210726618767,-0.4420411400000001,0.001
1252,0.13437888026237488,5,1.0,7163,7062,4.3,1353,0.0001363488263450563,-0.44321216999999996,0.001
1256,0.10502566397190094,5,1.0,7177,7076,4.32,1355,0.0001346677599940449,-0.4450353999999999,0.001
1260,0.12400063127279282,5,1.0,7197,7096,4.35,1358,0.00016670074546709657,-0.44756898999999994,0.001
1264,0.10628581792116165,5,1.0,7216,7115,4.36,1360,0.00024289064458571374,-0.45016477,0.001
1268,0.10940146446228027,5,1.0,7232,7131,4.41,1362,0.00014763249782845378,-0.46102521,0.001
1272,0.10094310343265533,5,1.0,7254,7153,4.5,1363,0.00017361955542583019,-0.47135236999999996,0.001
1276,0.1211172491312027,5,1.0,7272,7171,4.5,1366,0.00020431270240806043,-0.46677755000000004,0.001
1280,0.1142217144370079,5,1.0,7292,7191,4.51,1369,0.00013984086399432272,-0.46430512,0.001
1284,0.13290338218212128,5,1.0,7308,7207,4.5,1371,0.00015502081078011543,-0.46189218,0.001
1288,0.10170117765665054,5,1.0,7320,7219,4.43,1373,0.00015301699750125408,-0.45247594999999996,0.001
1292,0.11979365348815918,5,1.0,7338,7237,4.4,1376,0.0002613607794046402,-0.45286711,0.001
1296,0.11307618767023087,5,1.0,7353,7252,4.38,1378,0.00015713024185970426,-0.45091435999999996,0.001
1300,0.13342809677124023,5,1.0,7370,7269,4.37,1381,0.00024694547755643725,-0.4470111,0.001
1304,0.11878002434968948,5,1.0,7395,7294,4.45,1384,0.00014807330444455147,-0.46011591,0.001
1308,0.15149058401584625,5,1.0,7411,7310,4.45,1386,0.00019002240151166916,-0.4603878000000001,0.001
1312,0.1000191941857338,5,1.0,7427,7326,4.45,1388,9.479693108005449e-05,-0.4593767999999999,0.001
1316,0.09800118207931519,5,1.0,7448,7347,4.52,1391,0.0001146274444181472,-0.47060303999999986,0.001
1320,0.13184940814971924,5,1.0,7464,7363,4.49,1393,0.00015193401486612856,-0.46463849999999995,0.001
1324,0.11418446898460388,5,1.0,7477,7376,4.44,1395,0.00021189020480960608,-0.45681998999999995,0.001
1328,0.10662070661783218,5,1.0,7494,7393,4.43,1397,0.00023125870211515576,-0.45827234999999994,0.001
1332,0.12159740179777145,5,1.0,7506,7405,4.4,1398,0.00022989147691987455,-0.45785672,0.001
1336,0.12786616384983063,5,1.0,7523,7422,4.4,1401,0.00017689239757601172,-0.45629743999999994,0.001
1340,0.11159180849790573,5,1.0,7543,7442,4.43,1403,0.00018837496463675052,-0.45738252,0.001
1344,0.09651802480220795,5,0.99,7605,7504,4.88,1412,0.00011652120156213641,-0.48396761999999993,0.001
1348,0.10177797079086304,5,0.99,7626,7525,4.82,1417,0.00016516790492460132,-0.47768454000000005,0.001
1352,0.09535084664821625,5,0.99,7647,7546,4.84,1421,0.00019392199465073645,-0.48461463999999993,0.001
1356,0.12253411114215851,5,0.99,7670,7569,4.93,1424,0.00017832945741247386,-0.49774457,0.001
1360,0.10271156579256058,5,0.99,7688,7587,4.91,1426,0.00022682324924971908,-0.4986662300000001,0.001
1364,0.09587272256612778,5,0.99,7701,7600,4.85,1428,0.00014326252858154476,-0.48683608,0.001
1368,0.10764528810977936,5,0.99,7713,7612,4.81,1429,0.00020134577061980963,-0.47837361,0.001
1372,0.09046417474746704,5,0.99,7726,7625,4.72,1431,0.0002153600798919797,-0.46954708000000006,0.001
1376,0.1323293149471283,5,0.99,7743,7642,4.71,1433,0.00023313619021791965,-0.47199928,0.001
1380,0.10465732216835022,5,0.99,7761,7660,4.69,1438,0.0001303532044403255,-0.47040971000000004,0.001
1384,0.1133715808391571,5,0.99,7778,7677,4.7,1441,0.00021904785535298288,-0.4717655800000001,0.001
1388,0.11926233023405075,5,0.99,7794,7693,4.74,1443,0.00021489776554517448,-0.4764234300000001,0.001
1392,0.10355015099048615,5,0.99,7808,7707,4.7,1445,0.00022303752484731376,-0.46679217,0.001
1396,0.11443276703357697,5,0.99,7834,7733,4.81,1450,0.000148647406604141,-0.4828008,0.001
1400,0.10341136902570724,5,0.99,7847,7746,4.77,1452,0.0001649787009228021,-0.47588977000000005,0.001
1404,0.09929466247558594,5,0.99,7863,7762,4.68,1454,0.00014865340199321508,-0.46289352,0.001
1408,0.1155109852552414,5,0.99,7881,7780,4.7,1457,0.00018243171507492661,-0.4650767499999999,0.001
1412,0.10845988243818283,5,0.99,7902,7801,4.75,1460,0.00012723762483801693,-0.47177351999999995,0.001
1416,0.10920197516679764,5,0.99,7914,7813,4.66,1464,0.00013385161582846195,-0.45861782999999995,0.001
1420,0.11719687283039093,5,0.99,7934,7833,4.7,1467,0.0001391896657878533,-0.46358910999999997,0.001
1424,0.10920993983745575,5,0.99,7956,7855,4.79,1472,0.0001476156758144498,-0.47624725000000007,0.001
1428,0.11466965824365616,5,0.99,7972,7871,4.78,1475,0.00012979957682546228,-0.47438032,0.001
1432,0.11111314594745636,5,0.99,7984,7883,4.78,1478,0.00018007094331551343,-0.4717926,0.001
