time/total_timesteps,train/learning_rate,time/fps,train/critic_loss,time/episodes,train/ent_coef,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss
9422,0.0003,18,0.32621386647224426,800,0.0743822306394577,-2.5,1.0,9321,3.5,504,-1.3548426628112793,-5.686652183532715
9431,0.0003,18,0.26595667004585266,804,0.07422508299350739,-2.43,1.0,9330,3.43,505,-0.9650605916976929,-5.076316833496094
9443,0.0003,18,0.28382205963134766,808,0.07402177900075912,-2.4,1.0,9342,3.4,506,-1.4950847625732422,-5.666733741760254
9460,0.0003,18,0.26629742980003357,812,0.0737333670258522,-2.43,1.0,9359,3.43,507,-1.6551095247268677,-5.846271991729736
9472,0.0003,18,0.2841969132423401,816,0.07352527976036072,-2.39,1.0,9371,3.39,508,-0.806551456451416,-5.240641117095947
9484,0.0003,18,0.23805801570415497,820,0.07332261651754379,-2.37,1.0,9383,3.37,508,-0.9891317486763,-4.725442409515381
9500,0.0003,18,0.2850266098976135,824,0.07305941730737686,-2.42,1.0,9399,3.42,509,-1.0322266817092896,-5.424989700317383
9514,0.0003,18,0.2875496745109558,828,0.07283316552639008,-2.38,1.0,9413,3.38,510,-0.9152536988258362,-4.916897296905518
9526,0.0003,18,0.2217232584953308,832,0.0726424902677536,-2.37,1.0,9425,3.37,511,-1.0167596340179443,-5.111006259918213
9542,0.0003,18,0.2630516290664673,836,0.07239217311143875,-2.42,1.0,9441,3.42,512,-1.0232141017913818,-4.820996284484863
9553,0.0003,18,0.2651786804199219,840,0.0722130686044693,-2.39,1.0,9452,3.39,513,-1.1498045921325684,-4.542934417724609
9562,0.0003,18,0.2571221888065338,844,0.07206857204437256,-2.31,1.0,9461,3.31,514,-1.3108468055725098,-5.631137847900391
9572,0.0003,18,0.2293410301208496,848,0.07190175354480743,-2.27,1.0,9471,3.27,515,-1.3999440670013428,-5.161271095275879
9586,0.0003,18,0.23853909969329834,852,0.0716799795627594,-2.24,1.0,9485,3.24,517,-0.587623119354248,-5.7539896965026855
9601,0.0003,18,0.21832461655139923,856,0.07144232839345932,-2.24,1.0,9500,3.24,518,-0.922462522983551,-5.151446342468262
9620,0.0003,18,0.3117898404598236,860,0.07113023102283478,-2.3,1.0,9519,3.3,520,-1.2987027168273926,-4.682467937469482
9635,0.0003,18,0.2599422335624695,864,0.07089933753013611,-2.3,1.0,9534,3.3,521,-0.38564562797546387,-5.355265140533447
9651,0.0003,18,0.2271108627319336,868,0.07064659148454666,-2.33,1.0,9550,3.33,522,-1.181504249572754,-4.573551177978516
9665,0.0003,18,0.23607154190540314,872,0.07043406367301941,-2.36,1.0,9564,3.36,523,-0.7386726140975952,-5.072760581970215
9681,0.0003,18,0.2134055197238922,876,0.07018666714429855,-2.38,1.0,9580,3.38,524,-1.0643246173858643,-5.214818000793457
9697,0.0003,18,0.213535875082016,880,0.06994391232728958,-2.39,1.0,9596,3.39,525,-1.0300520658493042,-5.041700839996338
9711,0.0003,18,0.2678688168525696,884,0.06972946971654892,-2.39,1.0,9610,3.39,526,-1.4103050231933594,-5.430751323699951
9724,0.0003,18,0.268349289894104,888,0.06952545046806335,-2.36,1.0,9623,3.36,526,-0.7003795504570007,-5.286508560180664
9735,0.0003,18,0.23917743563652039,892,0.06934885680675507,-2.35,1.0,9634,3.35,527,-1.3182379007339478,-5.078852653503418
9750,0.0003,18,0.2222232222557068,896,0.06911738961935043,-2.39,1.0,9649,3.39,528,-0.9326038360595703,-5.362784385681152
9766,0.0003,18,0.22920261323451996,900,0.06887035071849823,-2.44,1.0,9665,3.44,529,-1.0310359001159668,-4.84160041809082
9775,0.0003,18,0.22400636970996857,904,0.0687360018491745,-2.44,1.0,9674,3.44,530,-0.7219335436820984,-4.3175458908081055
9790,0.0003,18,0.25565898418426514,908,0.06850960105657578,-2.47,1.0,9689,3.47,531,-0.4133599102497101,-4.894223690032959
9803,0.0003,18,0.24046462774276733,912,0.06830776482820511,-2.43,1.0,9702,3.43,532,-1.3450474739074707,-5.02332878112793
9818,0.0003,18,0.22254778444766998,916,0.06808727234601974,-2.46,1.0,9717,3.46,533,-0.9161182045936584,-4.561618328094482
9833,0.0003,18,0.2622624337673187,920,0.06786742061376572,-2.49,1.0,9732,3.49,534,-1.2210129499435425,-4.501652240753174
9844,0.0003,18,0.19303959608078003,924,0.06770982593297958,-2.44,1.0,9743,3.44,535,-0.841100811958313,-4.558757781982422
9858,0.0003,18,0.23236960172653198,928,0.06750693917274475,-2.44,1.0,9757,3.44,535,-0.9150524139404297,-4.422630786895752
9868,0.0003,18,0.21612229943275452,932,0.06736057996749878,-2.42,1.0,9767,3.42,536,-0.8339903950691223,-4.715632438659668
9879,0.0003,18,0.2737072706222534,936,0.06719613820314407,-2.37,1.0,9778,3.37,536,-0.9937996864318848,-4.906337261199951
9890,0.0003,18,0.22202558815479279,940,0.0670308768749237,-2.37,1.0,9789,3.37,537,-0.9330942630767822,-4.973698139190674
9902,0.0003,18,0.2554882764816284,944,0.06685374677181244,-2.4,1.0,9801,3.4,538,-1.073809027671814,-5.080507278442383
9914,0.0003,18,0.24598455429077148,948,0.0666748508810997,-2.42,1.0,9813,3.42,538,-0.5996840000152588,-4.940995693206787
9929,0.0003,18,0.21730193495750427,952,0.06645810604095459,-2.43,1.0,9828,3.43,539,-0.8008198142051697,-4.855505466461182
9944,0.0003,18,0.24288097023963928,956,0.06624152511358261,-2.43,1.0,9843,3.43,540,-1.0571706295013428,-5.147920608520508
9957,0.0003,18,0.21467804908752441,960,0.0660473182797432,-2.37,1.0,9856,3.37,541,-0.777686357498169,-4.430534839630127
9968,0.0003,18,0.21502900123596191,964,0.06589417159557343,-2.33,1.0,9867,3.33,541,-1.3608530759811401,-4.228189945220947
9982,0.0003,18,0.23725906014442444,968,0.06570176035165787,-2.31,1.0,9881,3.31,542,-1.0888917446136475,-4.261831760406494
9997,0.0003,18,0.21969522535800934,972,0.06548532098531723,-2.32,1.0,9896,3.32,543,-0.4549539387226105,-4.168007850646973
