time/total_timesteps,train/n_updates,rollout/success_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/critic_loss,time/episodes,train/learning_rate,time/time_elapsed
6708,6607,1.0,5,-0.4292613599999999,4.06,0.1559547781944275,0.0002368722198298201,1036,0.001,1123
6722,6621,1.0,5,-0.4211794500000001,4.02,0.10755550116300583,0.00014828801795374602,1040,0.001,1126
6736,6635,1.0,5,-0.41081112,3.96,0.11181116104125977,0.0001739150902722031,1044,0.001,1129
6753,6652,1.0,5,-0.41215076000000006,3.97,0.1391921192407608,0.0002438941883156076,1048,0.001,1132
6768,6667,1.0,5,-0.41330169000000005,3.98,0.12693050503730774,0.00027903864975087345,1052,0.001,1137
6788,6687,1.0,5,-0.41757292,4.03,0.12241291999816895,0.0002177720016334206,1056,0.001,1140
6805,6704,1.0,5,-0.42359352,4.05,0.13903279602527618,0.0001862095668911934,1060,0.001,1145
6816,6715,1.0,5,-0.41217472999999993,3.98,0.09101051092147827,0.00014342658687382936,1064,0.001,1149
6832,6731,1.0,5,-0.4169298699999999,4.0,0.11900939792394638,0.0001998495135921985,1068,0.001,1155
6848,6747,1.0,5,-0.41069118999999993,3.99,0.13509604334831238,0.0002967759792227298,1072,0.001,1157
6863,6762,1.0,5,-0.4163503,4.02,0.10791049897670746,0.0001608396996743977,1076,0.001,1160
6876,6775,1.0,5,-0.40984333,3.98,0.12653398513793945,0.00020420216605998576,1080,0.001,1162
6891,6790,1.0,5,-0.41048719,3.97,0.17131167650222778,0.0003857412375509739,1084,0.001,1165
6908,6807,1.0,5,-0.41562530000000003,3.96,0.158655047416687,0.00016775584663264453,1088,0.001,1168
6928,6827,1.0,5,-0.41416361,3.98,0.1652817726135254,0.0002277746534673497,1092,0.001,1171
6940,6839,1.0,5,-0.41182076999999995,3.97,0.13569971919059753,0.00021298073988873512,1096,0.001,1174
6965,6864,1.0,5,-0.41913376999999996,4.01,0.11851151287555695,0.00028502350323833525,1100,0.001,1179
6981,6880,1.0,5,-0.42086837999999993,4.03,0.1732499599456787,0.0002339696220587939,1104,0.001,1181
6996,6895,1.0,5,-0.41964966,4.03,0.19153454899787903,0.00035682020825333893,1108,0.001,1184
7009,6908,1.0,5,-0.4172195500000001,4.02,0.16008123755455017,0.000273566460236907,1112,0.001,1187
7022,6921,1.0,5,-0.40634453,3.96,0.17385143041610718,0.00022010265092831105,1116,0.001,1189
7041,6940,1.0,5,-0.41184247,3.99,0.18374168872833252,0.00013287733600009233,1120,0.001,1192
7055,6954,1.0,5,-0.40490244,3.95,0.1447932869195938,0.0002117759722750634,1124,0.001,1194
7077,6976,1.0,5,-0.41816436,4.03,0.12934373319149017,0.00018911698134616017,1128,0.001,1197
7090,6989,1.0,5,-0.40894889,3.97,0.13393276929855347,0.00027736512129195035,1132,0.001,1200
7106,7005,1.0,5,-0.41284451000000005,3.98,0.16319914162158966,0.0002874257043004036,1136,0.001,1205
7118,7017,1.0,5,-0.41190431000000005,3.96,0.15362776815891266,0.0002156842965632677,1140,0.001,1208
7134,7033,1.0,5,-0.4131104,3.98,0.1482696533203125,0.00026517780497670174,1144,0.001,1210
7152,7051,1.0,5,-0.41377309999999995,3.99,0.14317771792411804,0.00030534443794749677,1148,0.001,1214
7170,7069,1.0,5,-0.41842546999999997,4.02,0.13049086928367615,0.00017799784836824983,1152,0.001,1218
7186,7085,1.0,5,-0.41060631999999997,3.98,0.1483384072780609,0.0002150651125703007,1156,0.001,1222
7202,7101,1.0,5,-0.40446480000000007,3.97,0.16769859194755554,0.00026056781644001603,1160,0.001,1225
7213,7112,1.0,5,-0.40351341999999996,3.97,0.0984928160905838,0.0001466987159801647,1164,0.001,1228
7230,7129,1.0,5,-0.4058710700000001,3.98,0.14160563051700592,0.0004061325453221798,1168,0.001,1231
7250,7149,1.0,5,-0.41629028999999995,4.02,0.13657841086387634,0.0003240965015720576,1172,0.001,1235
7269,7168,1.0,5,-0.42185659999999997,4.06,0.16157479584217072,0.0003537348529789597,1176,0.001,1238
7284,7183,1.0,5,-0.42335997999999997,4.08,0.13436445593833923,0.00027847979799844325,1180,0.001,1241
7296,7195,1.0,5,-0.41692158999999995,4.05,0.10393650829792023,0.00012883159797638655,1184,0.001,1243
7315,7214,1.0,5,-0.41797047,4.07,0.13762906193733215,0.00029278540750965476,1188,0.001,1245
7332,7231,1.0,5,-0.41357846000000004,4.04,0.18654944002628326,0.0005606557824648917,1192,0.001,1248
7345,7244,1.0,5,-0.41440473999999994,4.05,0.14349961280822754,0.0004173953493591398,1196,0.001,1251
7358,7257,1.0,5,-0.39203080999999995,3.93,0.14096865057945251,0.00020519351528491825,1200,0.001,1257
7374,7273,1.0,5,-0.39643728,3.93,0.12038205564022064,0.00031410614610649645,1204,0.001,1262
7387,7286,1.0,5,-0.39577567,3.91,0.19168639183044434,0.00028032693080604076,1208,0.001,1264
7409,7308,1.0,5,-0.40665992999999995,4.0,0.16298358142375946,0.00021486659534275532,1212,0.001,1268
7425,7324,1.0,5,-0.4142936100000001,4.03,0.13642618060112,0.00027522240998223424,1216,0.001,1271
7441,7340,1.0,5,-0.40796583000000003,4.0,0.12296120077371597,0.00026811062707565725,1220,0.001,1274
7457,7356,1.0,5,-0.4153443600000001,4.02,0.13920724391937256,0.0011850614100694656,1224,0.001,1277
7475,7374,1.0,5,-0.40886266000000004,3.98,0.1498105227947235,0.0003799965197686106,1228,0.001,1279
7492,7391,1.0,5,-0.41629180999999993,4.02,0.10963810235261917,0.0003812112845480442,1232,0.001,1282
7507,7406,1.0,5,-0.41437163999999993,4.01,0.10768231749534607,0.00042643328197300434,1236,0.001,1285
7526,7425,1.0,5,-0.42162950000000005,4.08,0.11718223243951797,0.0004127344291191548,1240,0.001,1288
7543,7442,1.0,5,-0.42495732,4.09,0.12395505607128143,0.00023706606589257717,1244,0.001,1291
7559,7458,1.0,5,-0.42353131000000005,4.07,0.15055471658706665,0.0002682632766664028,1248,0.001,1293
7574,7473,1.0,5,-0.41785267,4.04,0.16974923014640808,0.00021913096134085208,1252,0.001,1297
7595,7494,1.0,5,-0.4269224,4.09,0.09575261175632477,0.0001561164390295744,1256,0.001,1301
7614,7513,1.0,5,-0.43220497,4.12,0.11828762292861938,0.00019428697123657912,1260,0.001,1304
7625,7524,1.0,5,-0.43357892,4.12,0.09662395715713501,0.00015756016364321113,1264,0.001,1306
7644,7543,1.0,5,-0.43737407000000006,4.14,0.1205095499753952,0.0006578929605893791,1268,0.001,1310
7662,7561,1.0,5,-0.43259851000000005,4.12,0.12145739048719406,0.00024557398864999413,1272,0.001,1314
7675,7574,1.0,5,-0.42399233,4.06,0.11754632741212845,0.00025185817503370345,1276,0.001,1316
7690,7589,1.0,5,-0.42853473999999997,4.06,0.15343527495861053,0.0002585644251666963,1280,0.001,1318
7706,7605,1.0,5,-0.43673207999999997,4.1,0.14276733994483948,0.000246841722400859,1284,0.001,1323
7718,7617,1.0,5,-0.42361186000000006,4.03,0.16283270716667175,0.00019456898735370487,1288,0.001,1325
7733,7632,1.0,5,-0.4208290000000001,4.01,0.15253448486328125,0.00017967948224395514,1292,0.001,1328
7749,7648,1.0,5,-0.42703148999999996,4.04,0.1528642624616623,0.0003636599867604673,1296,0.001,1333
7769,7668,1.0,5,-0.44123084999999995,4.11,0.15195709466934204,0.0005010418826714158,1300,0.001,1337
7783,7682,1.0,5,-0.43893325999999994,4.09,0.11388620734214783,0.00022718841501045972,1304,0.001,1339
7800,7699,1.0,5,-0.44763944,4.13,0.14592331647872925,0.0001283098681597039,1308,0.001,1343
7820,7719,1.0,5,-0.4474040900000001,4.11,0.15195751190185547,0.00018110600649379194,1312,0.001,1347
7837,7736,1.0,5,-0.45129882000000004,4.12,0.10678357630968094,0.00019064151274506003,1316,0.001,1353
7851,7750,1.0,5,-0.44732045,4.1,0.13125170767307281,0.00018084055045619607,1320,0.001,1356
7866,7765,1.0,5,-0.4398754899999999,4.09,0.12997135519981384,0.0001928228884935379,1324,0.001,1359
7877,7776,1.0,5,-0.42912418,4.02,0.10730919986963272,0.00012966812937520444,1328,0.001,1362
7896,7795,1.0,5,-0.43040997,4.04,0.12249597907066345,0.00019844742200803012,1332,0.001,1367
7909,7808,1.0,5,-0.42605266999999997,4.02,0.10364025831222534,0.0001810964458854869,1336,0.001,1370
7929,7828,1.0,5,-0.42943202999999996,4.03,0.11826566606760025,0.00016862631309777498,1340,0.001,1374
7948,7847,1.0,5,-0.4301532599999999,4.05,0.10902442038059235,0.00015444387099705637,1344,0.001,1378
7962,7861,1.0,5,-0.42383613,4.03,0.13292358815670013,0.0002373209281358868,1348,0.001,1380
7982,7881,1.0,5,-0.43422329,4.08,0.16267715394496918,0.00028000352904200554,1352,0.001,1385
7996,7895,1.0,5,-0.4248984199999999,4.01,0.1396760642528534,0.0002605289628263563,1356,0.001,1392
